declarationId,senderReference,receiverReference,goodsCategoryCode,riskAssessmentCode,originCountry,declaredValue,weightKg
DEC-02846,SND-0133,RCV-0035,CAT-003,RISK-11,DE,15402.46,200.8
DEC-02847,SND-0150,RCV-0064,CAT-010,RISK-16,PL,15439.47,202.1
DEC-02848,SND-0167,RCV-0093,CAT-017,RISK-01,NL,15476.48,203.4
DEC-02849,SND-0184,RCV-0122,CAT-024,RISK-06,CN,15513.49,204.7
DEC-02850,SND-0201,RCV-0151,CAT-031,RISK-11,US,15550.50,206.0
DEC-02851,SND-0218,RCV-0180,CAT-038,RISK-16,EE,15587.51,207.3
DEC-02852,SND-0235,RCV-0209,CAT-045,RISK-01,LV,15624.52,208.6
DEC-02853,SND-0002,RCV-0238,CAT-052,RISK-06,LT,15661.53,209.9
DEC-02854,SND-0019,RCV-0017,CAT-059,RISK-11,FI,15698.54,211.2
DEC-02855,SND-0036,RCV-0046,CAT-066,RISK-16,SE,15735.55,212.5
DEC-02856,SND-0053,RCV-0075,CAT-073,RISK-01,DE,15772.56,213.8
DEC-02857,SND-0070,RCV-0104,CAT-080,RISK-06,PL,15809.57,215.1
DEC-02858,SND-0087,RCV-0133,CAT-007,RISK-11,NL,15846.58,216.4
DEC-02859,SND-0104,RCV-0162,CAT-014,RISK-16,CN,15883.59,217.7
DEC-02860,SND-0121,RCV-0191,CAT-021,RISK-01,US,15920.60,219.0
DEC-02861,SND-0138,RCV-0220,CAT-028,RISK-06,EE,15957.61,220.3
DEC-02862,SND-0155,RCV-0249,CAT-035,RISK-11,LV,15994.62,221.6
DEC-02863,SND-0172,RCV-0028,CAT-042,RISK-16,LT,16031.63,222.9
DEC-02864,SND-0189,RCV-0057,CAT-049,RISK-01,FI,16068.64,224.2
DEC-02865,SND-0206,RCV-0086,CAT-056,RISK-06,SE,16105.65,225.5
DEC-02866,SND-0223,RCV-0115,CAT-063,RISK-11,DE,16142.66,226.8
DEC-02867,SND-0240,RCV-0144,CAT-070,RISK-16,PL,16179.67,228.1
DEC-02868,SND-0007,RCV-0173,CAT-077,RISK-01,NL,16216.68,229.4
DEC-02869,SND-0024,RCV-0202,CAT-004,RISK-06,CN,16253.69,230.7
DEC-02870,SND-0041,RCV-0231,CAT-011,RISK-11,US,16290.70,232.0
DEC-02871,SND-0058,RCV-0010,CAT-018,RISK-16,EE,16327.71,233.3
DEC-02872,SND-0075,RCV-0039,CAT-025,RISK-01,LV,16364.72,234.6
DEC-02873,SND-0092,RCV-0068,CAT-032,RISK-06,LT,16401.73,235.9
DEC-02874,SND-0109,RCV-0097,CAT-039,RISK-11,FI,16438.74,237.2
DEC-02875,SND-0126,RCV-0126,CAT-046,RISK-16,SE,16475.75,238.5
DEC-02876,SND-0143,RCV-0155,CAT-053,RISK-01,DE,16512.76,239.8
DEC-02877,SND-0160,RCV-0184,CAT-060,RISK-06,PL,16549.77,241.1
DEC-02878,SND-0177,RCV-0213,CAT-067,RISK-11,NL,16586.78,242.4
DEC-02879,SND-0194,RCV-0242,CAT-074,RISK-16,CN,16623.79,243.7
DEC-02880,SND-0211,RCV-0021,CAT-001,RISK-01,US,16660.80,245.0
DEC-02881,SND-0228,RCV-0050,CAT-008,RISK-06,EE,16697.81,246.3
DEC-02882,SND-0245,RCV-0079,CAT-015,RISK-11,LV,16734.82,247.6
DEC-02883,SND-0012,RCV-0108,CAT-022,RISK-16,LT,16771.83,248.9
DEC-02884,SND-0029,RCV-0137,CAT-029,RISK-01,FI,16808.84,250.2
DEC-02885,SND-0046,RCV-0166,CAT-036,RISK-06,SE,16845.85,251.5
DEC-02886,SND-0063,RCV-0195,CAT-043,RISK-11,DE,16882.86,252.8
DEC-02887,SND-0080,RCV-0224,CAT-050,RISK-16,PL,16919.87,254.1
DEC-02888,SND-0097,RCV-0003,CAT-057,RISK-01,NL,16956.88,255.4
DEC-02889,SND-0114,RCV-0032,CAT-064,RISK-06,CN,16993.89,256.7
DEC-02890,SND-0131,RCV-0061,CAT-071,RISK-11,US,17030.90,258.0
DEC-02891,SND-0148,RCV-0090,CAT-078,RISK-16,EE,17067.91,259.3
DEC-02892,SND-0165,RCV-0119,CAT-005,RISK-01,LV,17104.92,260.6
DEC-02893,SND-0182,RCV-0148,CAT-012,RISK-06,LT,17141.93,261.9
DEC-02894,SND-0199,RCV-0177,CAT-019,RISK-11,FI,17178.94,263.2
DEC-02895,SND-0216,RCV-0206,CAT-026,RISK-16,SE,17215.95,264.5
DEC-02896,SND-0233,RCV-0235,CAT-033,RISK-01,DE,17252.96,265.8
DEC-02897,SND-0250,RCV-0014,CAT-040,RISK-06,PL,17289.97,267.1
DEC-02898,SND-0017,RCV-0043,CAT-047,RISK-11,NL,17326.98,268.4
DEC-02899,SND-0034,RCV-0072,CAT-054,RISK-16,CN,17363.99,269.7
DEC-02900,SND-0051,RCV-0101,CAT-061,RISK-01,US,17400.00,271.0
DEC-02901,SND-0068,RCV-0130,CAT-068,RISK-06,EE,17437.01,272.3
DEC-02902,SND-0085,RCV-0159,CAT-075,RISK-11,LV,17474.02,273.6
DEC-02903,SND-0102,RCV-0188,CAT-002,RISK-16,LT,17511.03,274.9
DEC-02904,SND-0119,RCV-0217,CAT-009,RISK-01,FI,17548.04,276.2
DEC-02905,SND-0136,RCV-0246,CAT-016,RISK-06,SE,17585.05,277.5
DEC-02906,SND-0153,RCV-0025,CAT-023,RISK-11,DE,17622.06,278.8
DEC-02907,SND-0170,RCV-0054,CAT-030,RISK-16,PL,17659.07,280.1
DEC-02908,SND-0187,RCV-0083,CAT-037,RISK-01,NL,17696.08,281.4
DEC-02909,SND-0204,RCV-0112,CAT-044,RISK-06,CN,17733.09,282.7
DEC-02910,SND-0221,RCV-0141,CAT-051,RISK-11,US,17770.10,284.0
DEC-02911,SND-0238,RCV-0170,CAT-058,RISK-16,EE,17807.11,285.3
DEC-02912,SND-0005,RCV-0199,CAT-065,RISK-01,LV,17844.12,286.6
DEC-02913,SND-0022,RCV-0228,CAT-072,RISK-06,LT,17881.13,287.9
DEC-02914,SND-0039,RCV-0007,CAT-079,RISK-11,FI,17918.14,289.2
DEC-02915,SND-0056,RCV-0036,CAT-006,RISK-16,SE,17955.15,290.5
DEC-02916,SND-0073,RCV-0065,CAT-013,RISK-01,DE,17992.16,291.8
DEC-02917,SND-0090,RCV-0094,CAT-020,RISK-06,PL,18029.17,293.1
DEC-02918,SND-0107,RCV-0123,CAT-027,RISK-11,NL,18066.18,294.4
DEC-02919,SND-0124,RCV-0152,CAT-034,RISK-16,CN,18103.19,295.7
DEC-02920,SND-0141,RCV-0181,CAT-041,RISK-01,US,18140.20,297.0
DEC-02921,SND-0158,RCV-0210,CAT-048,RISK-06,EE,18177.21,298.3
DEC-02922,SND-0175,RCV-0239,CAT-055,RISK-11,LV,18214.22,299.6
DEC-02923,SND-0192,RCV-0018,CAT-062,RISK-16,LT,18251.23,300.9
DEC-02924,SND-0209,RCV-0047,CAT-069,RISK-01,FI,18288.24,302.2
DEC-02925,SND-0226,RCV-0076,CAT-076,RISK-06,SE,18325.25,303.5
DEC-02926,SND-0243,RCV-0105,CAT-003,RISK-11,DE,18362.26,304.8
DEC-02927,SND-0010,RCV-0134,CAT-010,RISK-16,PL,18399.27,306.1
DEC-02928,SND-0027,RCV-0163,CAT-017,RISK-01,NL,18436.28,307.4
DEC-02929,SND-0044,RCV-0192,CAT-024,RISK-06,CN,18473.29,308.7
DEC-02930,SND-0061,RCV-0221,CAT-031,RISK-11,US,18510.30,310.0
DEC-02931,SND-0078,RCV-0250,CAT-038,RISK-16,EE,18547.31,311.3
DEC-02932,SND-0095,RCV-0029,CAT-045,RISK-01,LV,18584.32,312.6
DEC-02933,SND-0112,RCV-0058,CAT-052,RISK-06,LT,18621.33,313.9
DEC-02934,SND-0129,RCV-0087,CAT-059,RISK-11,FI,18658.34,315.2
DEC-02935,SND-0146,RCV-0116,CAT-066,RISK-16,SE,18695.35,316.5
DEC-02936,SND-0163,RCV-0145,CAT-073,RISK-01,DE,18732.36,317.8
DEC-02937,SND-0180,RCV-0174,CAT-080,RISK-06,PL,18769.37,319.1
DEC-02938,SND-0197,RCV-0203,CAT-007,RISK-11,NL,18806.38,320.4
DEC-02939,SND-0214,RCV-0232,CAT-014,RISK-16,CN,18843.39,321.7
DEC-02940,SND-0231,RCV-0011,CAT-021,RISK-01,US,18880.40,323.0
DEC-02941,SND-0248,RCV-0040,CAT-028,RISK-06,EE,18917.41,324.3
DEC-02942,SND-0015,RCV-0069,CAT-035,RISK-11,LV,18954.42,325.6
DEC-02943,SND-0032,RCV-0098,CAT-042,RISK-16,LT,18991.43,326.9
DEC-02944,SND-0049,RCV-0127,CAT-049,RISK-01,FI,19028.44,328.2
DEC-02945,SND-0066,RCV-0156,CAT-056,RISK-06,SE,19065.45,329.5
DEC-02946,SND-0083,RCV-0185,CAT-063,RISK-11,DE,19102.46,330.8
DEC-02947,SND-0100,RCV-0214,CAT-070,RISK-16,PL,19139.47,332.1
DEC-02948,SND-0117,RCV-0243,CAT-077,RISK-01,NL,19176.48,333.4
DEC-02949,SND-0134,RCV-0022,CAT-004,RISK-06,CN,19213.49,334.7
DEC-02950,SND-0151,RCV-0051,CAT-011,RISK-11,US,19250.50,336.0
DEC-02951,SND-0168,RCV-0080,CAT-018,RISK-16,EE,19287.51,337.3
DEC-02952,SND-0185,RCV-0109,CAT-025,RISK-01,LV,19324.52,338.6
DEC-02953,SND-0202,RCV-0138,CAT-032,RISK-06,LT,19361.53,339.9
DEC-02954,SND-0219,RCV-0167,CAT-039,RISK-11,FI,19398.54,341.2
DEC-02955,SND-0236,RCV-0196,CAT-046,RISK-16,SE,19435.55,342.5
DEC-02956,SND-0003,RCV-0225,CAT-053,RISK-01,DE,19472.56,343.8
DEC-02957,SND-0020,RCV-0004,CAT-060,RISK-06,PL,19509.57,345.1
DEC-02958,SND-0037,RCV-0033,CAT-067,RISK-11,NL,19546.58,346.4
DEC-02959,SND-0054,RCV-0062,CAT-074,RISK-16,CN,19583.59,347.7
DEC-02960,SND-0071,RCV-0091,CAT-001,RISK-01,US,19620.60,349.0
DEC-02961,SND-0088,RCV-0120,CAT-008,RISK-06,EE,19657.61,350.3
DEC-02962,SND-0105,RCV-0149,CAT-015,RISK-11,LV,19694.62,351.6
DEC-02963,SND-0122,RCV-0178,CAT-022,RISK-16,LT,19731.63,352.9
DEC-02964,SND-0139,RCV-0207,CAT-029,RISK-01,FI,19768.64,354.2
DEC-02965,SND-0156,RCV-0236,CAT-036,RISK-06,SE,19805.65,355.5
DEC-02966,SND-0173,RCV-0015,CAT-043,RISK-11,DE,19842.66,356.8
DEC-02967,SND-0190,RCV-0044,CAT-050,RISK-16,PL,19879.67,358.1
DEC-02968,SND-0207,RCV-0073,CAT-057,RISK-01,NL,19916.68,359.4
DEC-02969,SND-0224,RCV-0102,CAT-064,RISK-06,CN,19953.69,360.7
DEC-02970,SND-0241,RCV-0131,CAT-071,RISK-11,US,19990.70,362.0
DEC-02971,SND-0008,RCV-0160,CAT-078,RISK-16,EE,20027.71,363.3
DEC-02972,SND-0025,RCV-0189,CAT-005,RISK-01,LV,20064.72,364.6
DEC-02973,SND-0042,RCV-0218,CAT-012,RISK-06,LT,20101.73,365.9
DEC-02974,SND-0059,RCV-0247,CAT-019,RISK-11,FI,20138.74,367.2
DEC-02975,SND-0076,RCV-0026,CAT-026,RISK-16,SE,20175.75,368.5
DEC-02976,SND-0093,RCV-0055,CAT-033,RISK-01,DE,20212.76,369.8
DEC-02977,SND-0110,RCV-0084,CAT-040,RISK-06,PL,20249.77,371.1
DEC-02978,SND-0127,RCV-0113,CAT-047,RISK-11,NL,20286.78,372.4
DEC-02979,SND-0144,RCV-0142,CAT-054,RISK-16,CN,20323.79,373.7
DEC-02980,SND-0161,RCV-0171,CAT-061,RISK-01,US,20360.80,375.0
DEC-02981,SND-0178,RCV-0200,CAT-068,RISK-06,EE,20397.81,376.3
DEC-02982,SND-0195,RCV-0229,CAT-075,RISK-11,LV,20434.82,377.6
DEC-02983,SND-0212,RCV-0008,CAT-002,RISK-16,LT,20471.83,378.9
DEC-02984,SND-0229,RCV-0037,CAT-009,RISK-01,FI,20508.84,380.2
DEC-02985,SND-0246,RCV-0066,CAT-016,RISK-06,SE,20545.85,381.5
DEC-02986,SND-0013,RCV-0095,CAT-023,RISK-11,DE,20582.86,382.8
DEC-02987,SND-0030,RCV-0124,CAT-030,RISK-16,PL,20619.87,384.1
DEC-02988,SND-0047,RCV-0153,CAT-037,RISK-01,NL,20656.88,385.4
DEC-02989,SND-0064,RCV-0182,CAT-044,RISK-06,CN,20693.89,386.7
DEC-02990,SND-0081,RCV-0211,CAT-051,RISK-11,US,20730.90,388.0
DEC-02991,SND-0098,RCV-0240,CAT-058,RISK-16,EE,20767.91,389.3
DEC-02992,SND-0115,RCV-0019,CAT-065,RISK-01,LV,20804.92,390.6
DEC-02993,SND-0132,RCV-0048,CAT-072,RISK-06,LT,20841.93,391.9
DEC-02994,SND-0149,RCV-0077,CAT-079,RISK-11,FI,20878.94,393.2
DEC-02995,SND-0166,RCV-0106,CAT-006,RISK-16,SE,20915.95,394.5
DEC-02996,SND-0183,RCV-0135,CAT-013,RISK-01,DE,20952.96,395.8
DEC-02997,SND-0200,RCV-0164,CAT-020,RISK-06,PL,20989.97,397.1
DEC-02998,SND-0217,RCV-0193,CAT-027,RISK-11,NL,21026.98,398.4
DEC-02999,SND-0234,RCV-0222,CAT-034,RISK-16,CN,21063.99,399.7
DEC-03000,SND-0001,RCV-0001,CAT-041,RISK-01,US,21100.00,401.0
DEC-03001,SND-0018,RCV-0030,CAT-048,RISK-06,EE,21137.01,402.3
DEC-03002,SND-0035,RCV-0059,CAT-055,RISK-11,LV,21174.02,403.6
DEC-03003,SND-0052,RCV-0088,CAT-062,RISK-16,LT,21211.03,404.9
DEC-03004,SND-0069,RCV-0117,CAT-069,RISK-01,FI,21248.04,406.2
DEC-03005,SND-0086,RCV-0146,CAT-076,RISK-06,SE,21285.05,407.5
DEC-03006,SND-0103,RCV-0175,CAT-003,RISK-11,DE,21322.06,408.8
DEC-03007,SND-0120,RCV-0204,CAT-010,RISK-16,PL,21359.07,410.1
DEC-03008,SND-0137,RCV-0233,CAT-017,RISK-01,NL,21396.08,411.4
DEC-03009,SND-0154,RCV-0012,CAT-024,RISK-06,CN,21433.09,412.7
DEC-03010,SND-0171,RCV-0041,CAT-031,RISK-11,US,21470.10,414.0
DEC-03011,SND-0188,RCV-0070,CAT-038,RISK-16,EE,21507.11,415.3
DEC-03012,SND-0205,RCV-0099,CAT-045,RISK-01,LV,21544.12,416.6
DEC-03013,SND-0222,RCV-0128,CAT-052,RISK-06,LT,21581.13,417.9
DEC-03014,SND-0239,RCV-0157,CAT-059,RISK-11,FI,21618.14,419.2
DEC-03015,SND-0006,RCV-0186,CAT-066,RISK-16,SE,21655.15,420.5
DEC-03016,SND-0023,RCV-0215,CAT-073,RISK-01,DE,21692.16,421.8
DEC-03017,SND-0040,RCV-0244,CAT-080,RISK-06,PL,21729.17,423.1
DEC-03018,SND-0057,RCV-0023,CAT-007,RISK-11,NL,21766.18,424.4
DEC-03019,SND-0074,RCV-0052,CAT-014,RISK-16,CN,21803.19,425.7
DEC-03020,SND-0091,RCV-0081,CAT-021,RISK-01,US,21840.20,427.0
DEC-03021,SND-0108,RCV-0110,CAT-028,RISK-06,EE,21877.21,428.3
DEC-03022,SND-0125,RCV-0139,CAT-035,RISK-11,LV,21914.22,429.6
DEC-03023,SND-0142,RCV-0168,CAT-042,RISK-16,LT,21951.23,430.9
DEC-03024,SND-0159,RCV-0197,CAT-049,RISK-01,FI,21988.24,432.2
DEC-03025,SND-0176,RCV-0226,CAT-056,RISK-06,SE,22025.25,433.5
DEC-03026,SND-0193,RCV-0005,CAT-063,RISK-11,DE,22062.26,434.8
DEC-03027,SND-0210,RCV-0034,CAT-070,RISK-16,PL,22099.27,436.1
DEC-03028,SND-0227,RCV-0063,CAT-077,RISK-01,NL,22136.28,437.4
DEC-03029,SND-0244,RCV-0092,CAT-004,RISK-06,CN,22173.29,438.7
DEC-03030,SND-0011,RCV-0121,CAT-011,RISK-11,US,22210.30,440.0
DEC-03031,SND-0028,RCV-0150,CAT-018,RISK-16,EE,22247.31,441.3
DEC-03032,SND-0045,RCV-0179,CAT-025,RISK-01,LV,22284.32,442.6
DEC-03033,SND-0062,RCV-0208,CAT-032,RISK-06,LT,22321.33,443.9
DEC-03034,SND-0079,RCV-0237,CAT-039,RISK-11,FI,22358.34,445.2
DEC-03035,SND-0096,RCV-0016,CAT-046,RISK-16,SE,22395.35,446.5
DEC-03036,SND-0113,RCV-0045,CAT-053,RISK-01,DE,22432.36,447.8
DEC-03037,SND-0130,RCV-0074,CAT-060,RISK-06,PL,22469.37,449.1
DEC-03038,SND-0147,RCV-0103,CAT-067,RISK-11,NL,22506.38,450.4
DEC-03039,SND-0164,RCV-0132,CAT-074,RISK-16,CN,22543.39,451.7
DEC-03040,SND-0181,RCV-0161,CAT-001,RISK-01,US,22580.40,453.0
DEC-03041,SND-0198,RCV-0190,CAT-008,RISK-06,EE,22617.41,454.3
DEC-03042,SND-0215,RCV-0219,CAT-015,RISK-11,LV,22654.42,455.6
DEC-03043,SND-0232,RCV-0248,CAT-022,RISK-16,LT,22691.43,456.9
DEC-03044,SND-0249,RCV-0027,CAT-029,RISK-01,FI,22728.44,458.2
DEC-03045,SND-0016,RCV-0056,CAT-036,RISK-06,SE,22765.45,459.5
DEC-03046,SND-0033,RCV-0085,CAT-043,RISK-11,DE,22802.46,460.8
DEC-03047,SND-0050,RCV-0114,CAT-050,RISK-16,PL,22839.47,462.1
DEC-03048,SND-0067,RCV-0143,CAT-057,RISK-01,NL,22876.48,463.4
DEC-03049,SND-0084,RCV-0172,CAT-064,RISK-06,CN,22913.49,464.7
DEC-03050,SND-0101,RCV-0201,CAT-071,RISK-11,US,22950.50,466.0
DEC-03051,SND-0118,RCV-0230,CAT-078,RISK-16,EE,22987.51,467.3
DEC-03052,SND-0135,RCV-0009,CAT-005,RISK-01,LV,23024.52,468.6
DEC-03053,SND-0152,RCV-0038,CAT-012,RISK-06,LT,23061.53,469.9
DEC-03054,SND-0169,RCV-0067,CAT-019,RISK-11,FI,23098.54,471.2
DEC-03055,SND-0186,RCV-0096,CAT-026,RISK-16,SE,23135.55,472.5
DEC-03056,SND-0203,RCV-0125,CAT-033,RISK-01,DE,23172.56,473.8
DEC-03057,SND-0220,RCV-0154,CAT-040,RISK-06,PL,23209.57,475.1
DEC-03058,SND-0237,RCV-0183,CAT-047,RISK-11,NL,23246.58,476.4
DEC-03059,SND-0004,RCV-0212,CAT-054,RISK-16,CN,23283.59,477.7
DEC-03060,SND-0021,RCV-0241,CAT-061,RISK-01,US,23320.60,479.0
DEC-03061,SND-0038,RCV-0020,CAT-068,RISK-06,EE,23357.61,480.3
DEC-03062,SND-0055,RCV-0049,CAT-075,RISK-11,LV,23394.62,481.6
DEC-03063,SND-0072,RCV-0078,CAT-002,RISK-16,LT,23431.63,482.9
DEC-03064,SND-0089,RCV-0107,CAT-009,RISK-01,FI,23468.64,484.2
DEC-03065,SND-0106,RCV-0136,CAT-016,RISK-06,SE,23505.65,485.5
DEC-03066,SND-0123,RCV-0165,CAT-023,RISK-11,DE,23542.66,486.8
DEC-03067,SND-0140,RCV-0194,CAT-030,RISK-16,PL,23579.67,488.1
DEC-03068,SND-0157,RCV-0223,CAT-037,RISK-01,NL,23616.68,489.4
DEC-03069,SND-0174,RCV-0002,CAT-044,RISK-06,CN,23653.69,490.7
DEC-03070,SND-0191,RCV-0031,CAT-051,RISK-11,US,23690.70,492.0
DEC-03071,SND-0208,RCV-0060,CAT-058,RISK-16,EE,23727.71,493.3
DEC-03072,SND-0225,RCV-0089,CAT-065,RISK-01,LV,23764.72,494.6
DEC-03073,SND-0242,RCV-0118,CAT-072,RISK-06,LT,23801.73,495.9
DEC-03074,SND-0009,RCV-0147,CAT-079,RISK-11,FI,23838.74,497.2
DEC-03075,SND-0026,RCV-0176,CAT-006,RISK-16,SE,23875.75,498.5
DEC-03076,SND-0043,RCV-0205,CAT-013,RISK-01,DE,23912.76,499.8
DEC-03077,SND-0060,RCV-0234,CAT-020,RISK-06,PL,23949.77,1.1
DEC-03078,SND-0077,RCV-0013,CAT-027,RISK-11,NL,23986.78,2.4
DEC-03079,SND-0094,RCV-0042,CAT-034,RISK-16,CN,24023.79,3.7
DEC-03080,SND-0111,RCV-0071,CAT-041,RISK-01,US,24060.80,5.0
DEC-03081,SND-0128,RCV-0100,CAT-048,RISK-06,EE,24097.81,6.3
DEC-03082,SND-0145,RCV-0129,CAT-055,RISK-11,LV,24134.82,7.6
DEC-03083,SND-0162,RCV-0158,CAT-062,RISK-16,LT,24171.83,8.9
DEC-03084,SND-0179,RCV-0187,CAT-069,RISK-01,FI,24208.84,10.2
DEC-03085,SND-0196,RCV-0216,CAT-076,RISK-06,SE,24245.85,11.5
DEC-03086,SND-0213,RCV-0245,CAT-003,RISK-11,DE,24282.86,12.8
DEC-03087,SND-0230,RCV-0024,CAT-010,RISK-16,PL,24319.87,14.1
DEC-03088,SND-0247,RCV-0053,CAT-017,RISK-01,NL,24356.88,15.4
DEC-03089,SND-0014,RCV-0082,CAT-024,RISK-06,CN,24393.89,16.7
DEC-03090,SND-0031,RCV-0111,CAT-031,RISK-11,US,24430.90,18.0
DEC-03091,SND-0048,RCV-0140,CAT-038,RISK-16,EE,24467.91,19.3
DEC-03092,SND-0065,RCV-0169,CAT-045,RISK-01,LV,24504.92,20.6
DEC-03093,SND-0082,RCV-0198,CAT-052,RISK-06,LT,24541.93,21.9
DEC-03094,SND-0099,RCV-0227,CAT-059,RISK-11,FI,24578.94,23.2
DEC-03095,SND-0116,RCV-0006,CAT-066,RISK-16,SE,24615.95,24.5
DEC-03096,SND-0133,RCV-0035,CAT-073,RISK-01,DE,24652.96,25.8
DEC-03097,SND-0150,RCV-0064,CAT-080,RISK-06,PL,24689.97,27.1
DEC-03098,SND-0167,RCV-0093,CAT-007,RISK-11,NL,24726.98,28.4
DEC-03099,SND-0184,RCV-0122,CAT-014,RISK-16,CN,24763.99,29.7
DEC-03100,SND-0201,RCV-0151,CAT-021,RISK-01,US,24800.00,31.0
DEC-03101,SND-0218,RCV-0180,CAT-028,RISK-06,EE,24837.01,32.3
DEC-03102,SND-0235,RCV-0209,CAT-035,RISK-11,LV,24874.02,33.6
DEC-03103,SND-0002,RCV-0238,CAT-042,RISK-16,LT,24911.03,34.9
DEC-03104,SND-0019,RCV-0017,CAT-049,RISK-01,FI,24948.04,36.2
DEC-03105,SND-0036,RCV-0046,CAT-056,RISK-06,SE,24985.05,37.5
DEC-03106,SND-0053,RCV-0075,CAT-063,RISK-11,DE,25022.06,38.8
DEC-03107,SND-0070,RCV-0104,CAT-070,RISK-16,PL,25059.07,40.1
DEC-03108,SND-0087,RCV-0133,CAT-077,RISK-01,NL,25096.08,41.4
DEC-03109,SND-0104,RCV-0162,CAT-004,RISK-06,CN,25133.09,42.7
DEC-03110,SND-0121,RCV-0191,CAT-011,RISK-11,US,25170.10,44.0
DEC-03111,SND-0138,RCV-0220,CAT-018,RISK-16,EE,25207.11,45.3
DEC-03112,SND-0155,RCV-0249,CAT-025,RISK-01,LV,25244.12,46.6
DEC-03113,SND-0172,RCV-0028,CAT-032,RISK-06,LT,25281.13,47.9
DEC-03114,SND-0189,RCV-0057,CAT-039,RISK-11,FI,25318.14,49.2
DEC-03115,SND-0206,RCV-0086,CAT-046,RISK-16,SE,25355.15,50.5
DEC-03116,SND-0223,RCV-0115,CAT-053,RISK-01,DE,25392.16,51.8
DEC-03117,SND-0240,RCV-0144,CAT-060,RISK-06,PL,25429.17,53.1
DEC-03118,SND-0007,RCV-0173,CAT-067,RISK-11,NL,25466.18,54.4
DEC-03119,SND-0024,RCV-0202,CAT-074,RISK-16,CN,25503.19,55.7
DEC-03120,SND-0041,RCV-0231,CAT-001,RISK-01,US,25540.20,57.0
DEC-03121,SND-0058,RCV-0010,CAT-008,RISK-06,EE,25577.21,58.3
DEC-03122,SND-0075,RCV-0039,CAT-015,RISK-11,LV,25614.22,59.6
DEC-03123,SND-0092,RCV-0068,CAT-022,RISK-16,LT,25651.23,60.9
DEC-03124,SND-0109,RCV-0097,CAT-029,RISK-01,FI,25688.24,62.2
DEC-03125,SND-0126,RCV-0126,CAT-036,RISK-06,SE,25725.25,63.5
DEC-03126,SND-0143,RCV-0155,CAT-043,RISK-11,DE,25762.26,64.8
DEC-03127,SND-0160,RCV-0184,CAT-050,RISK-16,PL,25799.27,66.1
DEC-03128,SND-0177,RCV-0213,CAT-057,RISK-01,NL,25836.28,67.4
DEC-03129,SND-0194,RCV-0242,CAT-064,RISK-06,CN,25873.29,68.7
DEC-03130,SND-0211,RCV-0021,CAT-071,RISK-11,US,25910.30,70.0
DEC-03131,SND-0228,RCV-0050,CAT-078,RISK-16,EE,25947.31,71.3
DEC-03132,SND-0245,RCV-0079,CAT-005,RISK-01,LV,25984.32,72.6
DEC-03133,SND-0012,RCV-0108,CAT-012,RISK-06,LT,26021.33,73.9
DEC-03134,SND-0029,RCV-0137,CAT-019,RISK-11,FI,26058.34,75.2
DEC-03135,SND-0046,RCV-0166,CAT-026,RISK-16,SE,26095.35,76.5
DEC-03136,SND-0063,RCV-0195,CAT-033,RISK-01,DE,26132.36,77.8
DEC-03137,SND-0080,RCV-0224,CAT-040,RISK-06,PL,26169.37,79.1
DEC-03138,SND-0097,RCV-0003,CAT-047,RISK-11,NL,26206.38,80.4
DEC-03139,SND-0114,RCV-0032,CAT-054,RISK-16,CN,26243.39,81.7
DEC-03140,SND-0131,RCV-0061,CAT-061,RISK-01,US,26280.40,83.0
DEC-03141,SND-0148,RCV-0090,CAT-068,RISK-06,EE,26317.41,84.3
DEC-03142,SND-0165,RCV-0119,CAT-075,RISK-11,LV,26354.42,85.6
DEC-03143,SND-0182,RCV-0148,CAT-002,RISK-16,LT,26391.43,86.9
DEC-03144,SND-0199,RCV-0177,CAT-009,RISK-01,FI,26428.44,88.2
DEC-03145,SND-0216,RCV-0206,CAT-016,RISK-06,SE,26465.45,89.5
DEC-03146,SND-0233,RCV-0235,CAT-023,RISK-11,DE,26502.46,90.8
DEC-03147,SND-0250,RCV-0014,CAT-030,RISK-16,PL,26539.47,92.1
DEC-03148,SND-0017,RCV-0043,CAT-037,RISK-01,NL,26576.48,93.4
DEC-03149,SND-0034,RCV-0072,CAT-044,RISK-06,CN,26613.49,94.7
DEC-03150,SND-0051,RCV-0101,CAT-051,RISK-11,US,26650.50,96.0
DEC-03151,SND-0068,RCV-0130,CAT-058,RISK-16,EE,26687.51,97.3
DEC-03152,SND-0085,RCV-0159,CAT-065,RISK-01,LV,26724.52,98.6
DEC-03153,SND-0102,RCV-0188,CAT-072,RISK-06,LT,26761.53,99.9
DEC-03154,SND-0119,RCV-0217,CAT-079,RISK-11,FI,26798.54,101.2
DEC-03155,SND-0136,RCV-0246,CAT-006,RISK-16,SE,26835.55,102.5
DEC-03156,SND-0153,RCV-0025,CAT-013,RISK-01,DE,26872.56,103.8
DEC-03157,SND-0170,RCV-0054,CAT-020,RISK-06,PL,26909.57,105.1
DEC-03158,SND-0187,RCV-0083,CAT-027,RISK-11,NL,26946.58,106.4
DEC-03159,SND-0204,RCV-0112,CAT-034,RISK-16,CN,26983.59,107.7
DEC-03160,SND-0221,RCV-0141,CAT-041,RISK-01,US,27020.60,109.0
DEC-03161,SND-0238,RCV-0170,CAT-048,RISK-06,EE,27057.61,110.3
DEC-03162,SND-0005,RCV-0199,CAT-055,RISK-11,LV,27094.62,111.6
